url,type
dlisted.com/node/35584,benign
allstays.com/Campgrounds/or-rufus-campgrounds.htm,benign
mediafire.com/?40y3wnmn2zw,benign
gwinnettcitizen.com/0708/bannister.html,benign
firstmonday.org/issues/issue4_11/raymond/index.html,phishing
en.wikipedia.org/wiki/Project_manager,benign
paypal.com.cgi-bin.webscr.cmd-account-run.updates-paypal.confirm-paypal.details.php.cmd.account.kalpanacrafts.com/webscr.php,benign
skymem.com/document.aspx?name=email-2011-5-11t23-06-19.6780z-39cc60e8998e40c9a430405d1d84ae88,benign
www.valledimosso.it/belgamack/hb_login/eb/homebank/EN/index.html,benign
arashiarashi.blogspot.com/,benign
mountroyaltennis.com/,benign
starbaseavalon.com/trek-collection-action/,benign
http://allegro.pl/show_item.php?item=5124152663&sh_dwh_token=d0b6dd74a8394345128e20d296cb1c5e,benign
http://censor.net.ua/theme/404/%D0%94%D0%B5%D0%B1%D0%B0%D0%BB%D1%8C%D1%86%D0%B5%D0%B2%D1%81%D0%BA%D0%B0%D1%8F+%D0%B4%D1%83%D0%B3%D0%B0,benign
https://hollywoodlife.com/2015/04/08/khloe-kardashian-blonde-highlights-lax-airport-makeover-dye/,benign
popmatters.com/pm/review/119766-crown-city-rockers-the-day-after-forever/,benign
adamskessler.com/,benign
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=REG&db=wolfordsheppard&id=I013726,benign
ahepacanada.org/news/135-press-release-12022011.html,benign
http://bit.ly/R1Y0kU?2000.Ford.F250.Lariat/130520232733pt=US_Cars_&_Tracks=item1e639cb31d#ht_46108wt_1140,phishing
northlands.com/canadian-finals-rodeo-championship-results,benign
mtv.com/videos/kanye-west/290592/love-lockdown.jhtml,benign
ca.sports.yahoo.com/nhl/teams/mon/stats,benign
moviegupshup.net/categories.php?cat_id=19,benign
glassmarbles.com/wildwood/,phishing
www.dcs.gla.ac.uk/~stephen/workshops/haptic/papers/dillon.pdf,phishing
http://pastehtml.com/view/b42vdd67l.html,phishing
artnet.com/artists/artists-starting-with-b%c3%a9r-ber,benign
foursquare.com/v/%C3%A9nergie-cardio/4be581e6910020a18905d314,benign
www.cse.psu.edu/popl/10/,phishing
starexhaust.com/,benign
youtube.com/watch?v=X9tY4KNQxwM,benign
facebook.com/group.php?gid=308592753446&v=wall,benign
mila.cs.technion.ac.il/~yona/suffix_tree/,phishing
smxszz.com/images,benign
ebay.co.uk/itm/Rugby-World-Cup-FInal-Programme-2003-Union-England-Australia-Jonny-Wilkinson-UK-/300600485804,benign
http://elitedaily.com/news/world/sister-paris-terrorist-booty-therapy-teacher/907402/,benign
thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=A1ARTA0000639,benign
pipl.com/directory/name/Brochu/John,benign
it-careers.ca/companies-v.htm,benign
proteccao24h.pt,phishing
paypalobjects.my-php.net/,benign
london.crowneplaza.com/,benign
youtube.com/watch?v=5taf262qKTg,benign
kosarcd.com/loging/au/Thanks.php,benign
cric.com.pk,phishing
goshockers.com/SportSelect.dbml?DB_OEM_ID=7500&SPID=2851&SPSID=61179,benign
vimeo.com/9928343,benign
btjunkie.org/torrent/Beneath-The-Massacre-Mechanics-Of-Dysfunction/55305ef1ed09b059fd31c875210c4cab4750c39aafa8,benign
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cq9UObjQZYpslnMcWqaEw38_NWvgo93yIugjdMj00qplWgvFpILBiMAOqZoDTVvdbailItcDYqEEbXTciW01fH2HabBH6D-lJ8AHqbviGPkaCB-m6b6bxpA2wfcI_66vP_xCjVne4l0XWvtvhSPdnjHZ3Kx4Qrqw3_84BuRxMTylJa3YJQkmWky7HLkMKLZh8V42XUHj2ZcR8pPpy7bJBNASWjziQ\%3D\%3D&amp;attredirects=0',benign
just-john.com/zam/ezframe.HTML,phishing
absoluteastronomy.com/topics/John_Hancock,benign
contactmps.com/cgi-bin/nllookup.cgi,benign
lead411.com/John_Kemper_3132386.html,benign
http://distractify.com/post/related/id/550ae6c64a0c4bb9474a9d97/skip/10/limit/10/back/0,benign
http://iwillbekind.com/gwinnetttech.edu/Hotmail%20Office%20New%20Code%20(3)/login.php,phishing
emcp.com/,benign
christian-ryan.com/,benign
metrolyrics.com/weightless-lyrics-see-spot-run.html,benign
chacha.com/topic/ncaa-basketball-champion,benign
en.wikipedia.org/wiki/Autodesk,benign
nme.com/artists/vishal-shekhar,benign
harvest-family.org,phishing
iofilm.co.uk/scots/strictly_sinatra.shtml,benign
en-gb.facebook.com/seanppainter,benign
kindredtrails.com/IN_Adams.html,benign
paksalad.com,phishing
www.smh.com.au/articles/2002/07/26/1027497416227.html,phishing
webmii.es/Result.aspx/Laurence/Leboeuf,benign
www.ainaorosun.com/trade/mmtac/index.html,benign
au.linkedin.com/pub/matthew-pryor/29/22/317,benign
clarkcounty.name/,benign
linkedin.com/company/kraft-foods,benign
winterrosedesigns.blogspot.com/,benign
biz.yahoo.com/ic/13/13233.html,benign
cbssports.com/nhl/players/playerpage/204642/matthew-lombardi,benign
http://distractify.com/post/related/id/554cddca4a0c4bb0174f8859/skip/20/limit/10/back/0,benign
coolmenshair.com/2009/02/billie-joe-armstrong-hairstyles.html,benign
billgrahamfoundation.org/,benign
montrealgazette.com/news/Montreal+Alouettes+Etienne+Boulay+like+sleepwalking/5237447/story.html,benign
openparliament.ca/politicians/lise-zarac/,benign
www.xnfjzs.com/img/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,benign
bluesclues-dvd.com/,benign
topix.net/ca/new-brunswick/list,benign
kattunindonesia.com/,benign
smilelocal.com/garage_services_repairs_mechanics_and_equipment/argyll_and_bute,benign
www.nickfaldo.com/design/,phishing
texasstarshockey.com/news/news/index.html?article_id=238,benign
pittsburghpanthers.com/sports/m-baskbl/pitt-m-baskbl-body.html,benign
thefreelibrary.com/OBITUARY%3a+William+Mark+Felt.-a0190930182,benign
news.bbc.co.uk/2/hi/uk_news/magazine/4469719.stm,phishing
www.oopweb.com/Algorithms/Files/Algorithms.html,phishing
sourceforge.net/projects/jos/,phishing
filmstarpostcards.blogspot.com/,benign
http://thenextweb.com/apps/2010/05/20/prezi-collaborative-editing-on-google-wave/gtm.js,benign
dictionary.sensagent.com/mecha/en-en/,benign
mog.com/artists/mn25710/pat-martino,benign
http://nymag.com/thecut/2015/04/best-of-the-2015-whcd-red-carpet/slideshow/2015/04/26/red_carpet_highlightsfromthewhitehousecorrespondentsdinner,benign
answers.yahoo.com/question/index?qid=20100628084010AAa1HMS,benign
'pim.net.au/wsaw/eBayISAPI.dII/?SignIn&ru=http\%3A\%2F\%2Fwww.ebay.co.uk\%2F',benign
zamaramusic.es,phishing
websoft.renrenpc.cn/Images/?us.battle.net/login/en/?ref=ijrafhrus.battle.net/d3/en/index&app=com-d3,benign
www.hillenbrand.name/3dlf/index.shtml,phishing
spoke.com/info/pEswKvY/DonaldTarlton,benign
http://tunein.com/radio/Frederick-Keys-at-Lynchburg-Hillcats-May-13-2015-p729090/15480783/ca-pub-1542925551861702/ProgramTopBanner,benign
en.wikipedia.org/wiki/Ryan_Drummond,benign
masslive.com/sports/index.ssf/2011/09/former_duke_star_chris_carrawe_1.html,benign
oakgov.com/aviation/,benign
historicbridges.org/b_c_pa_fayette.htm,benign
http://mylust.com/videos/50871/chubby-arab-whore-let-me-finger-her-swollen-pussy-gently/,benign
www.jeffjournal.org/papers/Volume1/06Sept_MeltBlownDiameter.pdf,phishing
radio-locator.com/cgi-bin/finder?sr=Y&call=KPRT,benign
flickr.com/photos/evsmitty/6009088141/,benign
files.edin.dk/stats/ref_200710.html,benign
metalfirst.com/trade/d2b0e04d-8c92-11e0-bea4-487677f259e3.html,benign
diet-blog.com/11/muesli_fusion_all-natural_raw_cereal_put_to_the_test.php,benign
coulombehome.blogspot.com/,benign
libs.uga.edu/media/collections/himanbrown/bio.html,benign
smokingsection.uproxx.com/TSS/2011/09/tech-n9ne-to-embark-to-40-city-tour-to-promote-new-collabos-album,benign
myahuuuuyhu.3owl.com/login_update.php,benign
bath.kyschools.us/,benign
pdfgeni.com/book/Calculus-5th-edition-James-Stewart-solutions-manual-chapter-11-pdf.html,benign
usfamily.net/web/trombleyd/BasinBios.htm,benign
shawnmativetsky.com/past.html,benign
gladcoupons.com/,benign
amazon.com/I-Believe/dp/B003665F78,benign
ragan.wordpress.com/author/ragan/,benign
evri.com/person/jacques-lavoie-0x156ad6,benign
mdla.org/displaycommon.cfm?an=1&subarticlenbr=30,benign
http://superuser.com/questions/661238/is-it-possible-to-update-from-windows-8-enterprise-to-version-8-1-without-having,benign
192.com/atoz/people/stubbs/kevin/,benign
wiki.answers.com/Q/What_is_%27Elsie%27,benign
serialkillers.briancombs.net/resources/serial-killer-bibliography/,benign
generasia.com/wiki/Meikyuu_Love_Song,benign
http://persianblog.ir/tags/64914/1/%d8%b9%da%a9%d8%b3_%d9%86%d9%88%d8%b4%d8%aa%d9%87/,benign
bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=zednsifus.battle.net/d3/en/index&amp;,benign
granthome.com/Books%20on%20Grant2.htm,benign
cardiff-kayakers.com/,benign
manta.com/world/Europe/United+Kingdom/-/Hereford/food--C2/,benign
www.newsoftwares.net/folderlock,phishing
linkedin.com/in/samrobertsjr,benign
http://jezebel.com/this-week-in-tabloids-kim-doesnt-give-a-single-fuck-if-1695054291/module/,benign
ethisphere.com/wme2009/,benign
fans.nhl.com/topic/1409/t/NHL-11-Sim-League-GM-s-Wanted.html,benign
first-river.com/,benign
freepages.genealogy.rootsweb.ancestry.com/%7Esnaylor/GatineauCity/StFranc2/STFRANC2.HTM,benign
mn-nspp.org/program/pioneers.htm,benign
http://persianblog.ir/wEPDwUKMTgwNjcyNjU0MA9kFggCAQ8WAh4EVGV4dAVoPHRpdGxlPlBlcnNpYW5CbG9nIC0g2KjYsdin24xf2K/bjNiv2YZf2LnaqdizX9mI24zZhNin2YfYp1/Yp9uM2YbYrNinX9ix2Kdf2qnZhNuM2qlf2YbZhdin2KbbjNivPC90aXRsZT5kAgMPFgIfAAV8PG1ldGEgaWQ9IktleXdvcmRzIiBuYW1lPSJLZXl3b3JkcyIgY29udGVudD0i2KjYsdin24xf2K/bjNiv2YZf2LnaqdizX9mI24zZhNin2YfYp1/Yp9uM2YbYrNinX9ix2Kdf2qnZhNuM2qlf2YbZhdin2KbbjNivIiAvPmQCBQ8WAh8ABYIBPG1ldGEgaWQ9IkRlc2NyaXB0aW9uIiBuYW1lPSJEZXNjcmlwdGlvbiIgY29udGVudD0i2KjYsdin24xf2K/bjNiv2YZf2LnaqdizX9mI24zZhNin2YfYp1/Yp9uM2YbYrNinX9ix2Kdf2qnZhNuM2qlf2YbZhdin2KbbjNivIiAvPmQCBw9kFgICCQ8PFgIeB1Zpc2libGVoZBYEAgEPDxYGHgxUb3RhbFJlY29yZHMCAR4KVG90YWxQYWdlcwIBHglQYWdlSW5kZXgCAWRkAgMPDxYGHwRmHghQYWdlU2l6ZQIyHwICAWRkZHqXoji/bH4iHsKfXAVv2O/M6cjp4ZFf9z4xOa9ev5Mp,benign
http://arangnarang.com/bbs/data/wwwPayPalcom9138/index.php?cmd=_login-submit&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c25fe4a05bcb33bff68c4fe49456517e3e,phishing
geni.com/people/Matilda-of-Boulogne/4224136108080121326,benign
standardchartered.scbgrps.com/secure/Sign_On.php,benign
0000502.rcomhost.com/secure-listings-redirect/products/ebaymotors/pages/SignIn.php?co_partnerId=2&siteid=0&UsingSSL=1,benign
news.bbc.co.uk/sport2/hi/football/14523936.stm,benign
myspace.com/trompelemondedjs,benign
menemshablues.com/,benign
theblueridgemountains.com/,benign
casualwright.com,phishing
http://mixi.jp/share.pl?u=http://alfalfalfa.com/articles/117943.html&k=e09afc106e473491952cfe324aa83aabe5b07446,benign
highschool-basketball.com/2011/02/11/vaux-crushes-bodine-in-1st-round-of-philadelphia-public-league-playoffs.aspx,benign
http://www.asideal.com/js/?app=com-d3&amp;http://us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index,phishing
imdb.com/name/nm1048057/bio,benign
http://interpark.com/displaycorner/FreeMarket.do?_method=itemAreaList&area1=%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C&area2=%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC&area3=%ED%99%8D%EC%A0%9C%EB%8F%99,benign
papers.ssrn.com/sol3/papers.cfm?abstract_id=1113846,benign
http://gregorypocali.com/~stevepia/demo/wbsccr.php,phishing
stlyrics.com/songs/c/christinaaguilera819/cantholdusdownfeaturinglilkim38835.html,benign
hometeamsonline.com/teams/?u=wayneband&s=htosports&t=c,benign
https://archive.org/search.php?query=mediatype:texts&sort=-publicdate&and[]=subject%3A%22Svoboda%20Newspaper%22,benign
sfbay.craigslist.org/laf/,benign
veromi.com/Terence-Corcoran.aspx,benign
h-net.org/~latam/bibs/lajsbib2.htm,benign
dailymotion.com/video/x15swc_christina-aguilera-dirrty_music,benign
en.wikipedia.org/wiki/Talk_to_Me_(2007_film),benign
teamwoodstock.com/,benign
heroesandvillains.mu/,benign
ncregister.com/register_exclusives/anglo-catholic_bishops_vote_for_rome/,benign
nme.com/artists/shawn-drover,benign
movieberry.com/hercules_the_legendary_journeys/,benign
online-us-account.com,phishing
www.cl.cam.ac.uk/~mgk25/iso-paper.html,phishing
accesshollywood.com/emmanuelle-chriqui,benign
http://emgn.com/entertainment/20-funny-movie-mistakes-that-you-wont-believe-you-didnt-notice-yourself/,benign
mail.wlio.com/,benign
smartlyrics.com/Artist31019-Tony-Toni-Tone-lyrics.aspx,benign
www.ebuyingguides.com/how/uplaneb_h.htm,phishing
discogs.com/artist/Skatterman+%26+Snug+Brim,benign
missouristate.edu/,benign
www.cheatcc.com/ds/rev/henryhatsworthinthepuzzlingadventurepreview.html,phishing
lyrics.wikia.com/The_Kingston_Trio,benign
kenilt.ml,phishing
http://configurazione-supporto-apple.store-contatta-ufficiale.maritat.com/g/it/Apple-id/b92fc9b65c15cb41519ef08259a9dfc3/,phishing
www.qingdaedu.net/photo/images/?us.battle.net/login/en/?ref=hukqcffus.battle.net/d3/en/index&amp;app=com-d3,benign
tennessee.edu/,benign
rbr.com/tv-cable/tv-programming/dfw-nonstop-launches-on-nbc-5.html,benign
youtube.com/watch?v=2LlZXO3Sk-0,benign
amazon.com/Friends-Chick-Corea/dp/B000008AND,benign
drag.racersreunion.com/profile/TheWallyBellShow,benign
hub.upscalehost.com/downloads/paypal_priv8_us_2012/,benign
blog.oup.com/2006/09/hank_greenberg_/,benign
agoda.com/asia/japan/gifu/gifu_miyako_hotel.html,benign
http://omcs.fr/ext/modules/Checkout_Our_New_Properties.htm,phishing
imdb.com/title/tt0100681/fullcredits,benign
michigan.hometownlocator.com/mi/cass/jones.cfm,benign
https://locksmail.com/vendor/psr/container/test/b/hotmail,phishing
homepages.rootsweb.ancestry.com/~lheureux/lh1/d0108/g0000029.html,benign
ink19.com/issues/august2002/musicReviews/musicR/reachingQuiet.html,benign
superbrawl.com/cfl/,benign
http://schroffenstein.online.fr/ChfBCg58T2Svdxc/vWha4Uble.html?iwntanhs=xocghc205223&amp;rkytrh=vtcryiew181248685,phishing
homevideo.about.com/library/weekly/aafpr060602.htm,benign
pastehtml.com/view/bdb1bdyhg.html,benign
dockets.justia.com/browse/state-california/court-caedce/judge-Shubb/,benign
lonestarpercussion.com/Categories/Rudimental/,benign
mp3lyrics.org/d/del-the-funky-homosapien/,benign
imdb.com/name/nm0185568/,benign
en.wikipedia.org/wiki/Carl_Sassenrath,phishing
youtube.com/watch?v=hUApfKSZ63Y,benign
micromedia.vaniercollege.qc.ca/,benign
'alste.org/pages/paypal-en.php?SignIn&id=13\%5C\%5C\%5C\%5C\%5C\%5C\%5C',benign
nme.com/artists/doughboys,benign
www.aptest.com/resources.html,phishing
chacha.com/question/who-was-william-howard-taft,benign
homepages.rootsweb.ancestry.com/~lheureux/lh1/d0022/g0000023.html,benign
apcmachine91761.tripod.com/apcmachine.htm,phishing
http://tobogo.net/cdsb/board.php?board=dreamstory&bm=view&no=35&category=&auth=&page=1&search=&keyword=&recom=,benign
www.ida.liu.se/conferences/CIIW05/,phishing
www.118bm.com/images/?us.battle.net/login/en/?ref=agvzoicus.battle.net/d3/en/index&app=com-d3,benign
en.wikipedia.org/wiki/Category:Inuit_actors,benign
www.comeaucomputing.com/faqs/ccshfaq.html,phishing
myspace.com/mecha_bsu,benign
visitgermany.com/,benign
